season,posteam,franchise_id,total_epa_plays,total_epa,epa_per_play,dropbacks,total_pass_epa,epa_per_dropback,rushes,total_rush_epa,epa_per_rush,sacks,total_sack_epa,epa_per_sack,turnovers,total_turnover_epa,epa_per_turnover,total_plays_long,total_plays_medium,total_plays_short,total_epa_long,total_epa_medium,total_epa_short,epa_per_play_long,epa_per_play_medium,epa_per_play_short,success_rate_team,total_success_plays_team,success_rate_pass,total_success_plays_pass,success_rate_rush,total_success_plays_rush,first_down_success_rate,first_down_success_total,second_down_success_rate,second_down_success_total,third_down_success_rate,third_down_success_total,fourth_down_success_rate,fourth_down_success_total,third_down_converted_total,third_down_attempts,third_down_conversion_rate,redzone_trips,redzone_tds,redzone_td_rate,total_plays,total_pass_plays,total_rush_plays,explosive_plays,explosive_pass_plays,explosive_rush_plays,explosive_play_rate,explosive_pass_rate,explosive_rush_rate
2010,JAX,15,1052,20.431253,0.019421343,564,5.7205906,0.010142891,488,14.710663,0.030144801,37,-63.236988,-1.7091078,30,-124.03513,-4.1345043,146,126,196,14.17697,45.36682,-13.054684,0.09710253,0.36005414,-0.06660553,0.4486692,472,0.4503546,254,0.44672132,218,0.4574468,215,0.4409222,153,0.4278846,89,0.5555556,15,80,207,0.38647343,45,30,0.666666667,1053,564,489,111,47,64,0.105413105,0.083333333,0.130879346
2010,KC,16,1090,35.16729,0.03226357,550,52.060883,0.09465615,540,-16.893589,-0.031284425,32,-53.45705,-1.6705328,13,-54.10332,-4.1617937,152,122,196,69.55486,31.978487,-3.6436331,0.4575978,0.26211876,-0.018589964,0.42201835,460,0.45454547,250,0.3888889,210,0.42917547,203,0.4301676,154,0.39055794,91,0.5,12,83,233,0.356223176,52,32,0.615384615,1090,550,540,110,41,69,0.100917431,0.074545455,0.127777778
2010,LAR,19,1080,-105.49321,-0.0976789,667,-46.062286,-0.0690589,412,-62.4956,-0.15168835,34,-55.447845,-1.630819,19,-92.45994,-4.8663125,139,158,288,12.910376,-0.54315925,-9.319625,0.0928804,-0.003437717,-0.03235981,0.3861111,417,0.42215568,282,0.3276699,135,0.38293216,175,0.39779004,144,0.37142858,91,0.4375,7,77,243,0.316872428,55,20,0.363636364,1080,668,412,77,35,42,0.071296296,0.05239521,0.101941748
2010,LAC,18,1064,103.577995,0.09734774,613,159.41684,0.2600601,451,-55.838856,-0.12381121,38,-67.26505,-1.770133,27,-114.30692,-4.2335896,198,110,234,133.4227,34.66734,54.73225,0.673852,0.31515762,0.2338985,0.44642857,475,0.502447,308,0.37028825,167,0.43991855,216,0.44476745,153,0.46919432,99,0.35714287,5,89,208,0.427884615,60,33,0.55,1064,613,451,110,66,44,0.103383459,0.10766721,0.097560976
2010,LVR,17,1077,-10.406279,-0.009662283,609,0.28240204,0.000463714,468,-10.688683,-0.022839066,44,-58.697544,-1.334035,24,-95.669975,-3.986249,145,130,215,7.8487263,11.546141,20.221054,0.054129146,0.088816464,0.09405141,0.39647168,427,0.41379312,252,0.37393162,175,0.42194092,200,0.37037036,130,0.3869565,89,0.3809524,8,74,229,0.323144105,48,25,0.520833333,1074,606,468,102,48,54,0.094972067,0.079207921,0.115384615
2010,MIA,20,1061,-76.135666,-0.071758404,641,-10.219614,-0.015943235,420,-65.91605,-0.15694298,38,-59.337826,-1.5615218,28,-111.49359,-3.981914,170,167,219,49.238583,44.606426,-53.79914,0.28963873,0.26710436,-0.24565817,0.41658813,442,0.43837753,281,0.38333333,161,0.40652174,187,0.4119318,145,0.44725737,106,0.36363637,4,93,237,0.392405063,35,18,0.514285714,1059,639,420,75,44,31,0.07082153,0.06885759,0.073809524
2010,MIN,21,1023,-114.04268,-0.11147867,595,-61.592884,-0.10351745,427,-51.883263,-0.12150647,36,-55.378494,-1.5382915,36,-160.21451,-4.450403,157,143,205,29.233624,-24.708527,-41.181343,0.18620142,-0.1727869,-0.2008846,0.42326492,433,0.44127518,263,0.39812645,170,0.43267107,196,0.42985076,144,0.3935185,85,0.4117647,7,73,215,0.339534884,45,21,0.466666667,1018,591,427,95,48,47,0.093320236,0.081218274,0.110070258
2010,NE,22,1006,190.82628,0.18968815,567,148.89507,0.26260152,439,41.931213,0.095515296,25,-38.01476,-1.5205903,9,-27.748531,-3.0831702,128,158,221,77.29444,68.55209,39.3972,0.6038628,0.433874,0.17826788,0.48707753,490,0.49029982,278,0.48291573,212,0.4618834,206,0.49411765,168,0.52970296,107,0.5294118,9,94,200,0.47,67,42,0.626865672,1006,567,439,103,54,49,0.102385686,0.095238095,0.111617312
2010,NO,23,1088,42.570766,0.039127544,712,85.71466,0.12038576,375,-43.78003,-0.116746746,26,-43.18752,-1.6610584,29,-131.97398,-4.550827,182,163,313,109.24584,48.921024,-36.892605,0.60025185,0.300129,-0.117867745,0.4623162,503,0.49929875,356,0.392,147,0.44742268,217,0.45923913,169,0.49775785,111,0.5,6,104,221,0.470588235,60,31,0.516666667,1086,711,375,87,47,40,0.080110497,0.066104079,0.106666667
2010,NYG,24,1058,-5.471717,-0.005171755,596,47.9595,0.08046896,462,-53.431217,-0.11565199,16,-35.024483,-2.1890302,42,-168.67863,-4.016158,185,150,203,84.60858,30.300766,-45.91863,0.4573437,0.2020051,-0.22620015,0.44328922,469,0.47651008,284,0.4004329,185,0.49183673,241,0.40229884,140,0.40191388,84,0.3,3,74,208,0.355769231,54,32,0.592592593,1057,595,462,113,57,56,0.106906339,0.095798319,0.121212121
2010,NYJ,25,1110,-19.614056,-0.01767032,585,9.800666,0.016753275,525,-29.41472,-0.05602804,28,-41.92302,-1.4972507,21,-80.646484,-3.8403087,166,157,197,71.71647,6.877302,-48.07804,0.43202692,0.043804474,-0.24405096,0.4189189,465,0.42564103,249,0.41142857,216,0.42643923,200,0.41343668,160,0.4117647,98,0.4,6,92,235,0.391489362,49,21,0.428571429,1109,584,525,92,45,47,0.082957619,0.077054795,0.08952381
2010,PHI,26,1060,82.50354,0.077833526,698,72.19908,0.10343708,362,10.304462,0.028465366,49,-83.55177,-1.7051382,23,-90.72448,-3.9445426,175,130,249,92.39354,29.547295,1.8138641,0.5279631,0.22728688,0.007284595,0.44245282,469,0.46131805,322,0.40607736,147,0.43073592,199,0.43888888,158,0.4618834,103,0.61538464,8,85,223,0.381165919,57,31,0.543859649,1060,698,362,117,69,48,0.110377358,0.098853868,0.132596685
2010,PIT,27,1013,37.39395,0.03691407,557,92.51838,0.16610122,456,-55.124428,-0.1208869,42,-67.44934,-1.6059366,17,-75.289215,-4.428777,176,120,173,103.90645,17.357708,17.607645,0.59037757,0.14464757,0.1017783,0.40375122,409,0.46678635,260,0.3267544,149,0.38041002,167,0.39130434,135,0.46606335,103,0.4,2,92,219,0.420091324,48,24,0.5,1011,555,456,106,66,40,0.104846686,0.118918919,0.087719298
2010,SEA,29,983,-112.705246,-0.11465437,619,-42.198368,-0.06817184,364,-70.506874,-0.19370021,35,-66.14443,-1.889841,29,-132.36076,-4.564164,154,172,214,8.393425,42.621445,-45.37554,0.05450276,0.2477991,-0.21203524,0.38453713,378,0.4361874,270,0.2967033,108,0.38388625,162,0.3723077,121,0.4027778,87,0.3529412,6,75,214,0.35046729,52,22,0.423076923,982,618,364,77,39,38,0.078411405,0.063106796,0.104395604
2010,SF,28,971,-52.7576,-0.054333262,584,-13.097263,-0.022426821,387,-39.66033,-0.10248148,44,-71.92815,-1.6347306,21,-86.96282,-4.1410866,149,127,219,52.632053,18.867458,-33.57741,0.35323524,0.14856267,-0.15332152,0.38825953,377,0.40068492,234,0.36950904,143,0.39808154,166,0.38853502,122,0.3632287,81,0.4375,7,68,223,0.304932735,41,20,0.487804878,971,584,387,85,53,32,0.08753862,0.090753425,0.082687339
2010,TB,30,980,44.312557,0.045216896,590,95.82757,0.1624196,390,-51.51501,-0.13208978,30,-43.289646,-1.4429882,15,-76.72514,-5.11501,168,120,205,68.217,35.994534,0.7038957,0.4060536,0.29995444,0.003433638,0.41938776,411,0.47457626,280,0.33589745,131,0.39716312,168,0.39556962,125,0.48214287,108,0.64285713,9,89,223,0.399103139,47,27,0.574468085,978,589,389,98,51,47,0.100204499,0.086587436,0.120822622
2010,TEN,31,941,-16.1839,-0.017198619,543,44.907616,0.08270279,398,-61.091515,-0.15349627,27,-50.62702,-1.8750749,27,-101.812386,-3.7708292,172,133,167,86.46364,2.2678285,-18.853844,0.50269556,0.017051341,-0.11289727,0.40063763,377,0.45119706,245,0.3316583,132,0.382134,154,0.40983605,125,0.40930232,88,0.5625,9,72,214,0.336448598,43,25,0.581395349,941,543,398,88,44,44,0.093517535,0.081031308,0.110552764
2010,WAS,32,1035,-81.27908,-0.07853051,696,-31.013386,-0.044559464,339,-50.265697,-0.14827639,46,-78.72325,-1.711375,30,-126.88281,-4.229427,173,179,249,56.970043,4.9580374,-31.016508,0.3293066,0.027698534,-0.12456429,0.40869564,423,0.4281609,298,0.36873156,125,0.40851063,192,0.4548193,151,0.33333334,72,0.5,6,61,216,0.282407407,45,22,0.488888889,1034,695,339,96,53,43,0.092843327,0.076258993,0.126843658
2011,ARZ,1,1017,-79.97598,-0.07863912,660,-51.18955,-0.077559926,357,-28.786436,-0.08063427,54,-80.88911,-1.4979464,31,-137.86607,-4.447293,181,183,184,23.29665,12.747317,-32.39273,0.12871078,0.069657475,-0.17604744,0.41297936,420,0.4181818,276,0.40336135,144,0.4256757,189,0.40294117,137,0.3860465,83,0.6875,11,67,214,0.313084112,46,23,0.5,1017,660,357,79,55,24,0.077679449,0.083333333,0.067226891
2011,ATL,2,1100,49.588795,0.04508072,673,87.52183,0.13004729,427,-37.93303,-0.08883613,26,-50.949963,-1.9596139,20,-92.793976,-4.639699,196,174,216,88.016174,45.600582,-6.750499,0.4490621,0.26207232,-0.03125231,0.43545455,479,0.4754829,320,0.37236533,159,0.39959016,195,0.46132597,167,0.47234043,111,0.42857143,6,99,235,0.421276596,59,31,0.525423729,1098,671,427,105,56,49,0.095628415,0.083457526,0.114754098
2011,BAL,3,1060,44.336937,0.0418273,620,68.37607,0.11028398,440,-24.039125,-0.054634377,33,-56.203262,-1.7031292,22,-97.91034,-4.45047,181,137,226,63.783,34.212517,-10.558434,0.35239226,0.2497264,-0.04671873,0.41603774,441,0.44193548,274,0.37954545,167,0.39479393,182,0.3977591,142,0.47863248,112,0.5714286,4,97,234,0.414529915,51,25,0.490196078,1059,619,440,87,45,42,0.082152975,0.0726979,0.095454545
2011,BUF,4,1029,-0.48711872,-0.00047339,658,6.796066,0.010328367,371,-7.283185,-0.019631226,23,-35.517403,-1.5442349,30,-129.52692,-4.317564,158,190,223,16.803568,14.213772,-14.602537,0.106351696,0.07480933,-0.06548223,0.44606414,459,0.46048632,303,0.42048517,156,0.46680942,218,0.45994064,155,0.37810946,76,0.4090909,9,61,198,0.308080808,53,29,0.547169811,1028,657,371,91,48,43,0.088521401,0.073059361,0.115902965
2011,CAR,5,1032,105.952095,0.10266676,630,59.780766,0.0948901,402,46.171333,0.11485406,35,-58.340168,-1.6668619,23,-98.47718,-4.2816167,209,115,191,80.67523,1.8393734,11.402191,0.3860059,0.01599455,0.059697337,0.44864342,463,0.45555556,287,0.43781096,176,0.41875,201,0.4809384,164,0.45408162,89,0.5833333,7,74,194,0.381443299,58,32,0.551724138,1031,629,402,127,69,58,0.123181377,0.109697933,0.144278607
2011,CHI,6,999,-108.78946,-0.10889836,573,-60.271038,-0.105185054,426,-48.518417,-0.113892995,49,-70.02908,-1.429165,29,-136.58255,-4.709743,174,127,169,61.989212,0.048823893,-69.11115,0.35625985,0.00038444,-0.40894175,0.3933934,393,0.43106458,247,0.342723,146,0.37671232,165,0.44444445,152,0.354067,74,0.11111111,1,67,209,0.320574163,40,20,0.5,998,572,426,96,45,51,0.096192385,0.078671329,0.11971831
2011,CIN,7,1059,-32.400993,-0.030595839,625,2.237256,0.00357961,434,-34.638252,-0.07981164,25,-39.764996,-1.5905998,19,-78.913315,-4.153332,160,148,226,76.22418,-5.2406654,-36.02996,0.47640115,-0.0354099,-0.1594246,0.4164306,441,0.4288,268,0.3986175,173,0.4335512,199,0.40947077,147,0.39565217,91,0.4,4,80,230,0.347826087,49,23,0.469387755,1057,624,433,89,51,38,0.084200568,0.081730769,0.087759815
2011,CLE,8,1050,-96.73872,-0.09213212,684,-41.51291,-0.060691386,366,-55.22581,-0.1508902,39,-57.800457,-1.482063,18,-82.20816,-4.56712,151,164,251,31.387398,23.8376,-58.273235,0.20786355,0.14535123,-0.23216428,0.40285715,423,0.41520467,284,0.37978142,139,0.4088785,175,0.37815127,135,0.42276424,104,0.5,9,91,244,0.37295082,30,13,0.433333333,1050,684,366,57,34,23,0.054285714,0.049707602,0.06284153
2011,DAL,9,1032,48.296616,0.046799045,637,92.54289,0.14527927,394,-43.889668,-0.1113951,39,-65.11164,-1.6695292,21,-90.79467,-4.323556,161,169,236,82.914474,78.99994,-16.59381,0.5149967,0.46745527,-0.07031275,0.4515504,466,0.484326,309,0.39847717,157,0.44373673,209,0.47851002,167,0.42079207,85,0.5,5,77,200,0.385,47,25,0.531914894,1030,636,394,93,58,35,0.090291262,0.091194969,0.088832487
2011,DEN,10,1058,-93.43908,-0.08831671,535,-54.561344,-0.10198382,523,-38.877735,-0.074336015,42,-83.13923,-1.9795054,29,-136.72537,-4.714668,171,124,130,19.653301,1.8854812,-15.972894,0.11493158,0.015205494,-0.12286841,0.39508507,418,0.39813083,213,0.3919694,205,0.39055794,182,0.41880342,147,0.36936936,82,0.30769232,4,66,220,0.3,35,19,0.542857143,1058,535,523,108,38,70,0.102079395,0.071028037,0.133843212
2011,DET,11,1115,41.204544,0.03695475,763,77.884315,0.102076426,352,-36.679768,-0.10420389,38,-55.385017,-1.4575005,21,-90.92205,-4.3296213,196,195,285,106.55574,42.421482,-14.181884,0.54365176,0.21754606,-0.049760997,0.44304934,494,0.48492792,370,0.35227272,124,0.44820717,225,0.46361187,172,0.38666666,87,0.5714286,8,77,224,0.34375,59,38,0.644067797,1114,762,352,107,67,40,0.096050269,0.087926509,0.113636364
2011,GB,12,986,226.01584,0.229225,654,263.79538,0.40335685,332,-37.77953,-0.11379376,40,-59.444977,-1.4861244,11,-48.668484,-4.4244075,189,143,198,186.98874,71.91912,26.356817,0.9893584,0.50293094,0.13311523,0.4817444,475,0.5428135,355,0.36144578,120,0.44419643,199,0.4954683,164,0.54545456,108,0.5,4,88,197,0.446700508,63,42,0.666666667,985,653,332,100,67,33,0.101522843,0.102603369,0.09939759
2011,HOU,13,1064,24.882717,0.023386013,528,61.249416,0.11600268,536,-36.3667,-0.06784832,33,-59.098495,-1.7908635,20,-98.89661,-4.9448304,130,132,199,71.077034,38.410625,5.073534,0.54674643,0.29098958,0.025495145,0.44548872,474,0.47537878,251,0.41604477,223,0.44680852,210,0.44915253,159,0.44493392,101,0.33333334,4,93,223,0.417040359,62,30,0.483870968,1062,526,536,127,55,72,0.119585687,0.104562738,0.134328358
2011,IND,14,969,-126.14634,-0.13018198,592,-57.37492,-0.09691709,377,-68.771416,-0.18241754,35,-75.85744,-2.1673553,29,-131.26132,-4.5262523,166,146,217,45.78788,8.807519,-59.99211,0.2758306,0.060325474,-0.27646133,0.39215687,380,0.4341216,257,0.32625994,123,0.40238094,169,0.38679245,123,0.38356164,84,0.36363637,4,75,219,0.342465753,37,16,0.432432432,968,591,377,66,33,33,0.068181818,0.055837563,0.087533156
2011,JAX,15,1027,-178.08794,-0.17340598,562,-117.9497,-0.20987491,465,-60.13823,-0.12932953,44,-75.028915,-1.7052026,22,-102.59814,-4.663552,144,138,186,-10.521677,-38.45968,-12.890453,-0.0730672,-0.27869332,-0.06930351,0.36222005,372,0.35765123,201,0.36774194,171,0.36150235,154,0.33832335,113,0.3951613,98,0.3888889,7,80,247,0.32388664,37,17,0.459459459,1027,562,465,78,30,48,0.075949367,0.053380783,0.103225806
2011,KC,16,1043,-98.58178,-0.09451753,578,-29.140898,-0.05041678,465,-69.44088,-0.14933522,34,-53.582726,-1.5759625,24,-99.68476,-4.1535316,157,146,194,6.1797915,36.959576,-25.2235,0.03936173,0.25314778,-0.13001804,0.38830298,405,0.42560554,246,0.3419355,159,0.37807608,169,0.39884394,138,0.3982684,92,0.31578946,6,81,230,0.352173913,34,12,0.352941176,1041,577,464,81,39,42,0.077809798,0.067590988,0.090517241
2011,LAR,19,1047,-188.45685,-0.17999698,647,-129.66234,-0.20040546,398,-58.935635,-0.14807948,55,-117.70659,-2.1401198,21,-102.21263,-4.867268,184,166,198,1.3412757,10.696368,-37.64648,0.007289542,0.06443595,-0.19013374,0.3667622,384,0.38734567,251,0.33333334,133,0.37111112,167,0.3882353,132,0.32618025,76,0.375,9,63,232,0.271551724,32,11,0.34375,1044,646,398,81,37,44,0.077586207,0.057275542,0.110552764
2011,LAC,18,1079,95.23814,0.08826519,653,121.43158,0.18595953,426,-26.193443,-0.061486956,30,-50.18985,-1.672995,28,-127.86301,-4.566536,213,127,239,129.90968,13.17766,9.416903,0.6099046,0.1037611,0.039401267,0.45690453,493,0.51148546,334,0.37323943,159,0.41547862,204,0.4707521,169,0.5253456,114,0.45454547,5,103,217,0.474654378,54,29,0.537037037,1079,653,426,122,69,53,0.113067655,0.105666156,0.124413146
2011,LVR,17,1052,18.152788,0.017255502,587,43.469322,0.07405336,464,-24.283356,-0.05233482,25,-36.46354,-1.4585415,28,-113.69762,-4.0606294,195,143,167,79.290726,11.1918545,-13.718351,0.4066191,0.07826471,-0.08214582,0.42585552,448,0.47189096,277,0.36774194,171,0.44512194,219,0.4127907,142,0.39800996,80,0.53846157,7,70,201,0.348258706,46,24,0.52173913,1050,585,465,119,64,55,0.113333333,0.109401709,0.11827957
2011,MIA,20,1012,-34.191757,-0.033786323,567,14.570329,0.02569723,443,-51.521667,-0.11630173,52,-81.60288,-1.5692862,25,-99.611855,-3.9844742,174,106,189,83.36958,15.416342,-28.1425,0.47913554,0.14543718,-0.14890212,0.38932806,394,0.41827768,238,0.35214448,156,0.3721973,166,0.4054054,135,0.39814815,86,0.4375,7,69,215,0.320930233,53,26,0.490566038,1010,569,441,106,57,49,0.104950495,0.100175747,0.111111111
2011,MIN,21,1032,-55.732777,-0.05400463,618,-44.94992,-0.0727345,414,-10.78286,-0.026045555,49,-74.54172,-1.5212595,25,-112.42545,-4.4970183,179,130,200,40.87653,-32.811104,-18.570873,0.2283605,-0.2523931,-0.092854366,0.39244187,405,0.39644012,245,0.38647342,160,0.35462555,161,0.4281525,146,0.41284403,90,0.42105263,8,82,217,0.377880184,54,30,0.555555556,1031,618,413,104,44,60,0.100872939,0.071197411,0.14527845
2011,NE,22,1119,217.56755,0.19443034,688,207.21127,0.30117917,431,10.35628,0.024028493,32,-48.891563,-1.5278614,15,-68.782486,-4.5854993,183,195,232,120.29662,85.3101,31.56854,0.6573586,0.43748766,0.1360713,0.512958,574,0.5523256,380,0.450116,194,0.49425286,258,0.54210526,206,0.49261084,100,0.6666667,8,89,203,0.438423645,71,46,0.647887324,1119,688,431,109,71,38,0.0974084,0.103197674,0.088167053
2011,NO,23,1150,228.33145,0.19854909,727,223.55284,0.30750048,422,5.025607,0.011909022,24,-34.038372,-1.4182655,19,-87.28217,-4.5937986,212,163,286,163.32788,60.27619,21.861635,0.77041453,0.36979258,0.076439284,0.51391304,591,0.5453297,397,0.45971563,194,0.49056605,260,0.50385606,196,0.60091746,131,0.2,2,119,217,0.548387097,75,44,0.586666667,1150,728,422,124,71,53,0.107826087,0.097527473,0.125592417
2011,NYG,24,1055,56.233467,0.053301863,659,108.02435,0.16392162,396,-51.790886,-0.13078506,28,-55.48132,-1.9814757,23,-109.61073,-4.765684,223,138,227,107.70345,62.70648,-30.787476,0.48297513,0.45439476,-0.13562764,0.44170615,466,0.48406675,319,0.37121212,147,0.4389234,212,0.45189506,155,0.43333334,91,0.2857143,4,77,208,0.370192308,56,33,0.589285714,1055,659,396,99,67,32,0.093838863,0.101669196,0.080808081
2011,NYJ,25,1075,-77.99791,-0.0725562,640,-39.812798,-0.062207498,435,-38.185112,-0.08778187,40,-75.20336,-1.880084,28,-146.24171,-5.2229185,169,165,209,36.970375,0.5130973,-33.270283,0.21875961,0.003109681,-0.15918796,0.4027907,433,0.41875,268,0.37931034,165,0.4106383,193,0.4027027,149,0.38914028,86,0.3846154,5,74,221,0.334841629,55,35,0.636363636,1074,640,434,73,42,31,0.067970205,0.065625,0.071428571
